id,skill_path,field_name,raw_value
186,plugins/ai-ml/model-versioning-tracker/skills/tracking-model-versions/SKILL.md,license,MIT
187,plugins/ai-ml/model-versioning-tracker/skills/tracking-model-versions/SKILL.md,compatible-with,"claude-code, codex, openclaw"
188,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,name,building-neural-networks
189,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,description,"Execute this skill allows AI assistant to construct and configure neural network architectures using the neural-network-builder plugin. it should be used when the user requests the creation of a new neural network, modification of an existing one, or assistance... Use when appropriate context detected. Trigger with relevant phrases based on skill purpose.
"
190,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(cmd:*)"
191,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,version,1.0.0
192,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
193,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,license,MIT
194,plugins/ai-ml/neural-network-builder/skills/building-neural-networks/SKILL.md,compatible-with,"claude-code, codex, openclaw"
195,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,name,analyzing-text-with-nlp
196,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,description,"Execute this skill enables AI assistant to perform natural language processing and text analysis using the nlp-text-analyzer plugin. it should be used when the user requests analysis of text, including sentiment analysis, keyword extraction, topic modeling, or ... Use when analyzing code or data. Trigger with phrases like 'analyze', 'review', or 'examine'.
"
197,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,allowed-tools,"Read, Bash(cmd:*), Grep, Glob"
198,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,version,1.0.0
199,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
200,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,license,MIT
201,plugins/ai-ml/nlp-text-analyzer/skills/analyzing-text-with-nlp/SKILL.md,compatible-with,"claude-code, codex, openclaw"
202,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,name,ollama-setup
203,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,description,"Configure auto-configure Ollama when user needs local LLM deployment, free AI alternatives,
or wants to eliminate hosted API costs. Trigger phrases: ""install ollama"",
""local AI"", ""free LLM"", ""self-hosted AI"", ""replace OpenAI"", ""no API costs"". Use when appropriate context detected. Trigger with relevant phrases based on skill purpose.
"
204,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,allowed-tools,"Read, Write, Bash(cmd:*)"
205,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,version,1.0.0
206,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
207,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,license,MIT
208,plugins/ai-ml/ollama-local-ai/skills/ollama-setup/SKILL.md,compatible-with,"claude-code, codex, openclaw"
209,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,name,building-recommendation-systems
210,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,description,"Execute this skill empowers AI assistant to construct recommendation systems using collaborative filtering, content-based filtering, or hybrid approaches. it analyzes user preferences, item features, and interaction data to generate personalized recommendations... Use when appropriate context detected. Trigger with relevant phrases based on skill purpose.
"
211,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(cmd:*)"
212,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,version,1.0.0
213,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
214,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,license,MIT
215,plugins/ai-ml/recommendation-engine/skills/building-recommendation-systems/SKILL.md,compatible-with,"claude-code, codex, openclaw"
216,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,name,performing-regression-analysis
217,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,description,"Execute this skill empowers AI assistant to perform regression analysis and modeling using the regression-analysis-tool plugin. it analyzes datasets, generates appropriate regression models (linear, polynomial, etc.), validates the models, and provides performa... Use when analyzing code or data. Trigger with phrases like 'analyze', 'review', or 'examine'.
"
218,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(cmd:*)"
219,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,version,1.0.0
220,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
221,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,license,MIT
222,plugins/ai-ml/regression-analysis-tool/skills/performing-regression-analysis/SKILL.md,compatible-with,"claude-code, codex, openclaw"
223,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,name,analyzing-text-sentiment
224,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,description,"Execute this skill enables AI assistant to analyze the sentiment of text data. it identifies the emotional tone expressed in text, classifying it as positive, negative, or neutral. use this skill when a user requests sentiment analysis, opinion mining, or emoti... Use when analyzing code or data. Trigger with phrases like 'analyze', 'review', or 'examine'.
"
225,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,allowed-tools,"Read, Write, Bash(cmd:*), Grep"
226,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,version,1.0.0
227,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
228,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,license,MIT
229,plugins/ai-ml/sentiment-analysis-tool/skills/analyzing-text-sentiment/SKILL.md,compatible-with,"claude-code, codex, openclaw"
230,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,name,forecasting-time-series-data
231,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,description,"Process this skill enables AI assistant to forecast future values based on historical time series data. it analyzes time-dependent data to identify trends, seasonality, and other patterns. use this skill when the user asks to predict future values of a time ser... Use when appropriate context detected. Trigger with relevant phrases based on skill purpose.
"
232,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(cmd:*)"
233,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,version,1.0.0
234,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
235,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,license,MIT
236,plugins/ai-ml/time-series-forecaster/skills/forecasting-time-series-data/SKILL.md,compatible-with,"claude-code, codex, openclaw"
237,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,name,adapting-transfer-learning-models
238,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,description,"Build this skill automates the adaptation of pre-trained machine learning models using transfer learning techniques. it is triggered when the user requests assistance with fine-tuning a model, adapting a pre-trained model to a new dataset, or performing... Use when appropriate context detected. Trigger with relevant phrases based on skill purpose.
"
239,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(cmd:*)"
240,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,version,1.0.0
241,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
242,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,license,MIT
243,plugins/ai-ml/transfer-learning-adapter/skills/adapting-transfer-learning-models/SKILL.md,compatible-with,"claude-code, codex, openclaw"
244,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,name,building-api-authentication
245,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,description,"Build secure API authentication systems with OAuth2, JWT, API keys, and session management.
Use when implementing secure authentication flows.
Trigger with phrases like ""build authentication"", ""add API auth"", or ""secure the API"".
"
246,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(api:auth-*)"
247,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,version,1.0.0
248,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
249,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,license,MIT
250,plugins/api-development/api-authentication-builder/skills/building-api-authentication/SKILL.md,compatible-with,"claude-code, codex, openclaw"
251,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,name,processing-api-batches
252,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,description,"Optimize bulk API requests with batching, throttling, and parallel execution.
Use when processing bulk API operations efficiently.
Trigger with phrases like ""process bulk requests"", ""batch API calls"", or ""handle batch operations"".
"
253,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(api:batch-*)"
254,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,version,1.0.0
255,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
256,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,license,MIT
257,plugins/api-development/api-batch-processor/skills/processing-api-batches/SKILL.md,compatible-with,"claude-code, codex, openclaw"
258,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,name,managing-api-cache
259,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,description,"Implement intelligent API response caching with Redis, Memcached, and CDN integration.
Use when optimizing API performance with caching.
Trigger with phrases like ""add caching"", ""optimize API performance"", or ""implement cache layer"".
"
260,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(api:cache-*)"
261,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,version,1.0.0
262,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
263,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,license,MIT
264,plugins/api-development/api-cache-manager/skills/managing-api-cache/SKILL.md,compatible-with,"claude-code, codex, openclaw"
265,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,name,generating-api-contracts
266,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,description,"Generate API contracts and OpenAPI specifications from code or design documents.
Use when documenting API contracts and specifications.
Trigger with phrases like ""generate API contract"", ""create OpenAPI spec"", or ""document API contract"".
"
267,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(api:contract-*)"
268,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,version,1.0.0
269,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
270,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,license,MIT
271,plugins/api-development/api-contract-generator/skills/generating-api-contracts/SKILL.md,compatible-with,"claude-code, codex, openclaw"
272,plugins/api-development/api-documentation-generator/skills/generating-api-docs/SKILL.md,name,generating-api-docs
273,plugins/api-development/api-documentation-generator/skills/generating-api-docs/SKILL.md,description,"Create comprehensive API documentation with examples, authentication guides, and SDKs.
Use when creating comprehensive API documentation.
Trigger with phrases like ""generate API docs"", ""create API documentation"", or ""document the API"".
"
274,plugins/api-development/api-documentation-generator/skills/generating-api-docs/SKILL.md,allowed-tools,"Read, Write, Edit, Grep, Glob, Bash(api:docs-*)"
275,plugins/api-development/api-documentation-generator/skills/generating-api-docs/SKILL.md,version,1.0.0
276,plugins/api-development/api-documentation-generator/skills/generating-api-docs/SKILL.md,author,Jeremy Longshore <jeremy@intentsolutions.io>
277,plugins/api-development/api-documentation-generator/skills/generating-api-docs/SKILL.md,license,MIT
