id,name,path,pack_name,plugin_name,structure_shape,file_count,has_references,has_scripts,has_assets
170,building-gitops-workflows,plugins/devops/gitops-workflow-builder/skills/building-gitops-workflows,devops,gitops-workflow-builder,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
171,generating-helm-charts,plugins/devops/helm-chart-generator/skills/generating-helm-charts,devops,helm-chart-generator,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
172,generating-infrastructure-as-code,plugins/devops/infrastructure-as-code-generator/skills/generating-infrastructure-as-code,devops,infrastructure-as-code-generator,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
173,detecting-infrastructure-drift,plugins/devops/infrastructure-drift-detector/skills/detecting-infrastructure-drift,devops,infrastructure-drift-detector,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
174,adk-infra-expert,plugins/devops/jeremy-adk-terraform/skills/adk-infra-expert,devops,jeremy-adk-terraform,SKILL.md + references/ + scripts/,5,1,1,0
175,genkit-infra-expert,plugins/devops/jeremy-genkit-terraform/skills/genkit-infra-expert,devops,jeremy-genkit-terraform,SKILL.md + references/ + scripts/,5,1,1,0
176,gh-actions-validator,plugins/devops/jeremy-github-actions-gcp/skills/gh-actions-validator,devops,jeremy-github-actions-gcp,SKILL.md + references/ + scripts/,5,1,1,0
177,vertex-infra-expert,plugins/devops/jeremy-vertex-terraform/skills/vertex-infra-expert,devops,jeremy-vertex-terraform,SKILL.md + references/ + scripts/,5,1,1,0
178,creating-kubernetes-deployments,plugins/devops/kubernetes-deployment-creator/skills/creating-kubernetes-deployments,devops,kubernetes-deployment-creator,SKILL.md + assets/ + config/ + references/ + scripts/,25,1,1,1
179,configuring-load-balancers,plugins/devops/load-balancer-configurator/skills/configuring-load-balancers,devops,load-balancer-configurator,SKILL.md + assets/ + references/ + scripts/,9,1,1,1
180,setting-up-log-aggregation,plugins/devops/log-aggregation-setup/skills/setting-up-log-aggregation,devops,log-aggregation-setup,SKILL.md + assets/ + references/ + scripts/,13,1,1,1
181,deploying-monitoring-stacks,plugins/devops/monitoring-stack-deployer/skills/deploying-monitoring-stacks,devops,monitoring-stack-deployer,SKILL.md + assets/ + references/ + scripts/,10,1,1,1
182,managing-network-policies,plugins/devops/network-policy-manager/skills/managing-network-policies,devops,network-policy-manager,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
183,integrating-secrets-managers,plugins/devops/secrets-manager-integrator/skills/integrating-secrets-managers,devops,secrets-manager-integrator,SKILL.md + assets/ + references/ + scripts/,8,1,1,1
184,configuring-service-meshes,plugins/devops/service-mesh-configurator/skills/configuring-service-meshes,devops,service-mesh-configurator,SKILL.md + assets/ + references/ + scripts/,12,1,1,1
185,managing-autonomous-development,plugins/devops/sugar/skills/managing-autonomous-development,devops,sugar,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
186,building-terraform-modules,plugins/devops/terraform-module-builder/skills/building-terraform-modules,devops,terraform-module-builder,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
187,code-formatter,plugins/examples/formatter/skills/code-formatter,examples,formatter,SKILL.md + references/,4,1,0,0
188,plugin-auditor,plugins/examples/jeremy-plugin-tool/skills/plugin-auditor,examples,jeremy-plugin-tool,SKILL.md + assets/ + references/ + scripts/,9,1,1,1
189,plugin-creator,plugins/examples/jeremy-plugin-tool/skills/plugin-creator,examples,jeremy-plugin-tool,SKILL.md + assets/ + references/ + scripts/,8,1,1,1
190,plugin-validator,plugins/examples/jeremy-plugin-tool/skills/plugin-validator,examples,jeremy-plugin-tool,SKILL.md + assets/ + references/ + scripts/,9,1,1,1
191,version-bumper,plugins/examples/jeremy-plugin-tool/skills/version-bumper,examples,jeremy-plugin-tool,SKILL.md + assets/ + references/ + scripts/,9,1,1,1
192,skill-adapter,plugins/examples/pi-pathfinder/skills/skill-adapter,examples,pi-pathfinder,SKILL.md + assets/ + references/ + scripts/,12,1,1,1
193,performing-security-code-review,plugins/examples/security-agent/skills/performing-security-code-review,examples,security-agent,SKILL.md + assets/ + references/ + scripts/,8,1,1,1
194,adk-agent-builder,plugins/jeremy-google-adk/skills/adk-agent-builder,jeremy-google-adk,skills,SKILL.md + references/,2,1,0,0
195,vertex-agent-builder,plugins/jeremy-vertex-ai/skills/vertex-agent-builder,jeremy-vertex-ai,skills,SKILL.md + references/,2,1,0,0
196,access,plugins/mcp/slack-channel/skills/access,mcp,slack-channel,SKILL.md,1,0,0,0
197,configure,plugins/mcp/slack-channel/skills/configure,mcp,slack-channel,SKILL.md,1,0,0,0
198,optimizing-prompts,plugins/packages/ai-ml-engineering-pack/skills/optimizing-prompts,packages,ai-ml-engineering-pack,SKILL.md + assets/ + references/ + scripts/,7,1,1,1
199,generating-conventional-commits,plugins/packages/devops-automation-pack/skills/generating-conventional-commits,packages,devops-automation-pack,SKILL.md + assets/ + references/ + scripts/,9,1,1,1
200,performing-security-audits,plugins/packages/security-pro-pack/skills/performing-security-audits,packages,security-pro-pack,SKILL.md + assets/ + references/ + scripts/,8,1,1,1
201,creating-alerting-rules,plugins/performance/alerting-rule-creator/skills/creating-alerting-rules,performance,alerting-rule-creator,SKILL.md + assets/ + references/ + scripts/,7,1,1,1
202,creating-apm-dashboards,plugins/performance/apm-dashboard-creator/skills/creating-apm-dashboards,performance,apm-dashboard-creator,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
203,profiling-application-performance,plugins/performance/application-profiler/skills/profiling-application-performance,performance,application-profiler,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
204,detecting-performance-bottlenecks,plugins/performance/bottleneck-detector/skills/detecting-performance-bottlenecks,performance,bottleneck-detector,SKILL.md + assets/ + references/ + scripts/,8,1,1,1
205,optimizing-cache-performance,plugins/performance/cache-performance-optimizer/skills/optimizing-cache-performance,performance,cache-performance-optimizer,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
206,analyzing-capacity-planning,plugins/performance/capacity-planning-analyzer/skills/analyzing-capacity-planning,performance,capacity-planning-analyzer,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
207,monitoring-cpu-usage,plugins/performance/cpu-usage-monitor/skills/monitoring-cpu-usage,performance,cpu-usage-monitor,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
208,setting-up-distributed-tracing,plugins/performance/distributed-tracing-setup/skills/setting-up-distributed-tracing,performance,distributed-tracing-setup,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
209,monitoring-error-rates,plugins/performance/error-rate-monitor/skills/monitoring-error-rates,performance,error-rate-monitor,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
210,collecting-infrastructure-metrics,plugins/performance/infrastructure-metrics-collector/skills/collecting-infrastructure-metrics,performance,infrastructure-metrics-collector,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
211,running-load-tests,plugins/performance/load-test-runner/skills/running-load-tests,performance,load-test-runner,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
212,analyzing-logs,plugins/performance/log-analysis-tool/skills/analyzing-logs,performance,log-analysis-tool,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
213,detecting-memory-leaks,plugins/performance/memory-leak-detector/skills/detecting-memory-leaks,performance,memory-leak-detector,SKILL.md + assets/ + references/ + scripts/,7,1,1,1
214,aggregating-performance-metrics,plugins/performance/metrics-aggregator/skills/aggregating-performance-metrics,performance,metrics-aggregator,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
215,analyzing-network-latency,plugins/performance/network-latency-analyzer/skills/analyzing-network-latency,performance,network-latency-analyzer,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
216,validating-performance-budgets,plugins/performance/performance-budget-validator/skills/validating-performance-budgets,performance,performance-budget-validator,SKILL.md + assets/ + references/ + scripts/,7,1,1,1
217,providing-performance-optimization-advice,plugins/performance/performance-optimization-advisor/skills/providing-performance-optimization-advice,performance,performance-optimization-advisor,SKILL.md + assets/ + references/ + scripts/,4,1,1,1
218,detecting-performance-regressions,plugins/performance/performance-regression-detector/skills/detecting-performance-regressions,performance,performance-regression-detector,SKILL.md + assets/ + references/ + scripts/,7,1,1,1
219,implementing-real-user-monitoring,plugins/performance/real-user-monitoring/skills/implementing-real-user-monitoring,performance,real-user-monitoring,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
220,tracking-resource-usage,plugins/performance/resource-usage-tracker/skills/tracking-resource-usage,performance,resource-usage-tracker,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
221,tracking-application-response-times,plugins/performance/response-time-tracker/skills/tracking-application-response-times,performance,response-time-tracker,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
222,tracking-service-reliability,plugins/performance/sla-sli-tracker/skills/tracking-service-reliability,performance,sla-sli-tracker,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
223,setting-up-synthetic-monitoring,plugins/performance/synthetic-monitoring-setup/skills/setting-up-synthetic-monitoring,performance,synthetic-monitoring-setup,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
224,analyzing-system-throughput,plugins/performance/throughput-analyzer/skills/analyzing-system-throughput,performance,throughput-analyzer,SKILL.md + assets/ + references/ + scripts/,6,1,1,1
225,000-jeremy-content-consistency-validator,plugins/productivity/000-jeremy-content-consistency-validator/skills/000-jeremy-content-consistency-validator,productivity,000-jeremy-content-consistency-validator,SKILL.md + assets/ + references/ + scripts/,9,1,1,1
226,yaml-master,plugins/productivity/002-jeremy-yaml-master-agent/skills/yaml-master,productivity,002-jeremy-yaml-master-agent,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
227,vertex-ai-media-master,plugins/productivity/003-jeremy-vertex-ai-media-master/skills/vertex-ai-media-master,productivity,003-jeremy-vertex-ai-media-master,SKILL.md + assets/ + references/ + scripts/ + SKILL.md.tmp,8,1,1,1
228,google-cloud-agent-sdk-master,plugins/productivity/004-jeremy-google-cloud-agent-sdk/skills/google-cloud-agent-sdk-master,productivity,004-jeremy-google-cloud-agent-sdk,SKILL.md + assets/ + references/ + scripts/,5,1,1,1
229,agent-context-loader,plugins/productivity/agent-context-manager/skills/agent-context-loader,productivity,agent-context-manager,SKILL.md + assets/ + references/ + scripts/,7,1,1,1
230,box-cloud-filesystem,plugins/productivity/box-cloud-filesystem/skills/box-cloud-filesystem,productivity,box-cloud-filesystem,SKILL.md + references/,3,1,0,0
231,memory-kit,plugins/productivity/claude-memory-kit/skills/memory-kit,productivity,claude-memory-kit,SKILL.md + references/ + scripts/,4,1,1,0
232,navigating-github,plugins/productivity/navigating-github/skills/navigating-github,productivity,navigating-github,SKILL.md + references/,8,1,0,0
233,neurodivergent-visual-org,plugins/productivity/neurodivergent-visual-org/skills/neurodivergent-visual-org,productivity,neurodivergent-visual-org,SKILL.md,1,0,0,0
234,overnight-development,plugins/productivity/overnight-dev/skills/overnight-development,productivity,overnight-dev,SKILL.md + assets/ + references/ + scripts/,8,1,1,1
235,builder,plugins/productivity/pm-ai-partner/skills/builder,productivity,pm-ai-partner,SKILL.md,1,0,0,0
236,competitor-analyst,plugins/productivity/pm-ai-partner/skills/competitor-analyst,productivity,pm-ai-partner,SKILL.md,1,0,0,0
237,data-analyst,plugins/productivity/pm-ai-partner/skills/data-analyst,productivity,pm-ai-partner,SKILL.md,1,0,0,0
238,devil-advocate,plugins/productivity/pm-ai-partner/skills/devil-advocate,productivity,pm-ai-partner,SKILL.md,1,0,0,0
239,hypothesis-tester,plugins/productivity/pm-ai-partner/skills/hypothesis-tester,productivity,pm-ai-partner,SKILL.md,1,0,0,0
240,meeting-prep,plugins/productivity/pm-ai-partner/skills/meeting-prep,productivity,pm-ai-partner,SKILL.md,1,0,0,0
241,product-brief,plugins/productivity/pm-ai-partner/skills/product-brief,productivity,pm-ai-partner,SKILL.md,1,0,0,0
242,stakeholder-update,plugins/productivity/pm-ai-partner/skills/stakeholder-update,productivity,pm-ai-partner,SKILL.md,1,0,0,0
243,strategic-clarity,plugins/productivity/pm-ai-partner/skills/strategic-clarity,productivity,pm-ai-partner,SKILL.md,1,0,0,0
244,technical-analyst,plugins/productivity/pm-ai-partner/skills/technical-analyst,productivity,pm-ai-partner,SKILL.md,1,0,0,0
245,thought-partner,plugins/productivity/pm-ai-partner/skills/thought-partner,productivity,pm-ai-partner,SKILL.md,1,0,0,0
246,writer,plugins/productivity/pm-ai-partner/skills/writer,productivity,pm-ai-partner,SKILL.md,1,0,0,0
247,design-sprint,plugins/productivity/wondelai-design-sprint/skills/design-sprint,productivity,wondelai-design-sprint,SKILL.md + references/,11,1,0,0
248,lean-startup,plugins/productivity/wondelai-lean-startup/skills/lean-startup,productivity,wondelai-lean-startup,SKILL.md + references/,13,1,0,0
249,yt-brief,plugins/productivity/youtube-strategy/skills/yt-brief,productivity,youtube-strategy,SKILL.md,1,0,0,0
250,yt-ideation,plugins/productivity/youtube-strategy/skills/yt-ideation,productivity,youtube-strategy,SKILL.md,1,0,0,0
251,yt-outline,plugins/productivity/youtube-strategy/skills/yt-outline,productivity,youtube-strategy,SKILL.md,1,0,0,0
252,yt-packaging,plugins/productivity/youtube-strategy/skills/yt-packaging,productivity,youtube-strategy,SKILL.md,1,0,0,0
253,yt-research,plugins/productivity/youtube-strategy/skills/yt-research,productivity,youtube-strategy,SKILL.md,1,0,0,0
254,apollo-ci-integration,plugins/saas-packs/apollo-pack/skills/apollo-ci-integration,saas-packs,apollo-pack,SKILL.md + references/,2,1,0,0
255,apollo-common-errors,plugins/saas-packs/apollo-pack/skills/apollo-common-errors,saas-packs,apollo-pack,SKILL.md + references/,3,1,0,0
256,apollo-core-workflow-a,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-a,saas-packs,apollo-pack,SKILL.md + references/,2,1,0,0
257,apollo-core-workflow-b,plugins/saas-packs/apollo-pack/skills/apollo-core-workflow-b,saas-packs,apollo-pack,SKILL.md + references/,2,1,0,0
258,apollo-cost-tuning,plugins/saas-packs/apollo-pack/skills/apollo-cost-tuning,saas-packs,apollo-pack,SKILL.md + references/,2,1,0,0
